Time,Low,High,Open,Close,Volume
2017-11-09 00:00:00,7377.0,7467.97,7467.97,7400.01,352.57345547
2017-11-09 00:15:00,7400.0,7430.0,7400.01,7429.99,147.35101334
2017-11-09 00:30:00,7323.0,7448.5,7430.0,7353.99,281.89459994
2017-11-09 00:45:00,7310.14,7365.0,7353.98,7364.98,328.10647252
2017-11-09 01:00:00,7350.0,7380.33,7364.98,7359.99,171.27326099
2017-11-09 01:15:00,7290.0,7359.99,7359.99,7291.89,334.91939855
2017-11-09 01:30:00,7291.89,7380.0,7291.9,7363.01,195.14898678
2017-11-09 01:45:00,7360.0,7418.88,7370.18,7397.14,217.67636418
2017-11-09 02:00:00,7397.13,7445.35,7397.13,7413.97,184.48026208
2017-11-09 02:15:00,7408.97,7470.0,7413.97,7470.0,227.77376959
2017-11-09 02:30:00,7367.36,7470.01,7469.99,7405.83,257.56538887
2017-11-09 02:45:00,7390.0,7405.82,7405.3,7390.02,152.31884234
2017-11-09 03:00:00,7390.0,7414.74,7390.02,7397.75,136.8169872
2017-11-09 03:15:00,7397.75,7424.07,7397.75,7406.87,105.66667368
2017-11-09 03:30:00,7350.0,7406.88,7406.88,7350.02,223.10206185
2017-11-09 03:45:00,7340.0,7369.89,7350.01,7344.01,120.62818577
2017-11-09 04:00:00,7344.0,7370.8,7344.01,7359.01,111.46762467
2017-11-09 04:15:00,7305.0,7359.01,7359.01,7312.7,210.06412854
2017-11-09 04:30:00,7305.5,7335.0,7319.0,7323.53,80.40531991
2017-11-09 04:45:00,7322.3,7365.57,7322.91,7340.0,112.29528696
2017-11-09 05:00:00,7339.6,7358.03,7340.0,7355.01,72.83632657
2017-11-09 05:15:00,7355.0,7436.57,7355.01,7404.98,336.85899106
2017-11-09 05:30:00,7398.11,7420.0,7404.99,7419.81,109.37351393
2017-11-09 05:45:00,7372.99,7419.81,7419.81,7395.0,79.69045056
2017-11-09 06:00:00,7368.02,7400.0,7395.0,7380.05,58.14358986
2017-11-09 06:15:00,7355.0,7380.05,7380.05,7356.74,54.21025844
2017-11-09 06:30:00,7356.6,7399.99,7356.74,7391.28,103.72382415
2017-11-09 06:45:00,7355.0,7399.0,7391.28,7379.26,77.12832908
2017-11-09 07:00:00,7350.0,7382.58,7379.26,7360.01,114.05956155
2017-11-09 07:15:00,7350.55,7371.99,7360.01,7368.69,43.23017756
2017-11-09 07:30:00,7368.69,7390.04,7369.24,7384.11,88.80775222
2017-11-09 07:45:00,7369.2,7384.11,7384.11,7373.76,24.46091381
2017-11-09 08:00:00,7370.88,7409.0,7372.79,7400.04,122.74408902
2017-11-09 08:15:00,7250.0,7400.04,7400.04,7270.0,599.44410562
2017-11-09 08:30:00,7201.48,7270.01,7270.01,7230.65,399.55542005
2017-11-09 08:45:00,7221.47,7275.1,7224.4,7260.01,167.77203444
2017-11-09 09:00:00,7200.0,7260.01,7260.0,7200.02,224.45724848
2017-11-09 09:15:00,7200.0,7253.21,7200.02,7200.0,144.95127575
2017-11-09 09:30:00,7200.0,7244.26,7200.01,7200.0,301.69204344
2017-11-09 09:45:00,7187.0,7265.0,7200.0,7254.01,259.11075145
2017-11-09 10:00:00,7229.55,7254.01,7254.01,7234.83,60.40359601
2017-11-09 10:15:00,7236.36,7245.33,7236.36,7238.03,33.12590337
2017-11-09 10:30:00,7203.89,7240.0,7238.03,7210.42,89.25418828
2017-11-09 10:45:00,7201.0,7235.56,7210.42,7218.28,114.03951837
2017-11-09 11:00:00,7184.03,7218.28,7218.28,7184.03,117.09214043
2017-11-09 11:15:00,7114.0,7184.04,7184.04,7114.84,426.36507823
2017-11-09 11:30:00,7100.19,7164.86,7114.84,7108.68,292.59378445
2017-11-09 11:45:00,7108.69,7147.27,7108.69,7134.01,206.77522556
2017-11-09 12:00:00,7079.0,7134.0,7134.0,7121.0,472.3328553
2017-11-09 12:15:00,7110.0,7140.35,7121.0,7115.0,177.95074911
2017-11-09 12:30:00,7110.0,7190.0,7126.98,7156.79,230.70064518
2017-11-09 12:45:00,7135.74,7216.39,7149.71,7212.51,157.0211805
2017-11-09 13:00:00,7166.71,7218.18,7212.51,7166.71,146.67420999
2017-11-09 13:15:00,7166.71,7204.42,7169.61,7202.79,111.42625173
2017-11-09 13:30:00,7180.0,7205.0,7202.79,7180.0,107.51426609
2017-11-09 13:45:00,7150.0,7180.01,7180.01,7154.74,133.19583987
2017-11-09 14:00:00,7130.0,7190.0,7154.74,7184.03,210.81143226
2017-11-09 14:15:00,7176.69,7195.0,7183.06,7189.92,195.87600688
2017-11-09 14:30:00,7178.07,7189.98,7189.92,7186.1,166.14336604
2017-11-09 14:45:00,7186.1,7240.0,7186.1,7238.99,169.70523045
2017-11-09 15:00:00,7210.04,7239.0,7239.0,7218.0,110.34826876
2017-11-09 15:15:00,7150.0,7218.01,7218.01,7171.01,277.03538634
2017-11-09 15:30:00,7160.5,7190.0,7171.01,7175.15,183.01836483
2017-11-09 15:45:00,7145.0,7178.29,7175.16,7174.24,282.17919311
2017-11-09 16:00:00,7151.2,7174.24,7174.24,7156.17,183.14315055
2017-11-09 16:15:00,7156.16,7192.0,7156.17,7181.83,147.63483286
2017-11-09 16:30:00,7181.8,7193.0,7181.83,7187.12,131.36409547
2017-11-09 16:45:00,7170.01,7187.12,7187.12,7171.12,126.93223681
2017-11-09 17:00:00,7167.9,7183.0,7171.12,7175.0,169.20367662
2017-11-09 17:15:00,7174.35,7190.0,7175.0,7180.06,108.15935278
2017-11-09 17:30:00,7180.0,7193.0,7180.0,7192.99,108.91774788
2017-11-09 17:45:00,7187.69,7193.0,7193.0,7189.0,108.25147641
2017-11-09 18:00:00,7187.69,7190.0,7189.01,7189.01,97.40963197
2017-11-09 18:15:00,7189.0,7198.0,7189.01,7198.0,202.11818769
2017-11-09 18:30:00,7197.99,7240.21,7198.0,7232.11,350.45689156
2017-11-09 18:45:00,7180.0,7232.11,7232.1,7197.75,275.62523827
2017-11-09 19:00:00,7185.0,7197.9,7197.75,7185.01,156.25826169
2017-11-09 19:15:00,7153.0,7185.01,7185.01,7161.0,293.80484646
2017-11-09 19:30:00,7160.99,7171.0,7161.0,7171.0,105.24868651
2017-11-09 19:45:00,7170.99,7178.91,7170.99,7178.46,77.46791067
2017-11-09 20:00:00,7170.0,7195.0,7178.46,7195.0,195.76768896
2017-11-09 20:15:00,7194.99,7208.41,7195.0,7200.34,180.39657941
2017-11-09 20:30:00,7185.52,7200.34,7200.34,7187.0,123.66892871
2017-11-09 20:45:00,7165.01,7189.01,7187.0,7165.02,162.75395325
2017-11-09 21:00:00,7165.02,7182.73,7165.02,7167.99,162.96895058
2017-11-09 21:15:00,7167.95,7172.0,7168.0,7168.01,120.63574954
2017-11-09 21:30:00,7105.0,7168.01,7168.01,7116.09,492.99187879
2017-11-09 21:45:00,7105.0,7128.27,7116.09,7128.27,258.54400003
2017-11-09 22:00:00,7110.01,7159.0,7128.26,7151.04,259.9090947
2017-11-09 22:15:00,7106.24,7156.91,7151.93,7138.0,288.14690595
2017-11-09 22:30:00,7135.0,7158.77,7138.0,7136.68,233.00012924
2017-11-09 22:45:00,7115.87,7140.0,7136.68,7130.0,206.53732501
2017-11-09 23:00:00,7110.0,7136.49,7130.0,7110.0,168.81904643
2017-11-09 23:15:00,7100.0,7130.0,7110.01,7115.0,340.83230459
2017-11-09 23:30:00,7100.0,7115.99,7115.0,7105.01,171.07493889
2017-11-09 23:45:00,7094.0,7156.0,7105.01,7156.0,245.88845257
2017-11-10 00:00:00,7139.98,7195.0,7156.0,7195.0,381.58628764
2017-11-10 00:15:00,7153.8,7206.51,7195.0,7174.18,310.32283314
2017-11-10 00:30:00,7174.18,7193.81,7174.18,7192.05,121.83303542
2017-11-10 00:45:00,7192.05,7349.99,7192.05,7349.01,774.04251254
2017-11-10 01:00:00,7278.81,7350.0,7349.01,7300.42,433.24833319
2017-11-10 01:15:00,7278.81,7309.99,7300.41,7289.1,158.38353827
2017-11-10 01:30:00,7289.02,7310.0,7289.1,7294.82,141.3973495
2017-11-10 01:45:00,7270.23,7297.88,7294.82,7270.23,72.07517552
2017-11-10 02:00:00,7257.5,7287.0,7274.25,7284.0,149.78021031
2017-11-10 02:15:00,7270.0,7300.0,7284.0,7299.99,112.95290629
2017-11-10 02:30:00,7280.0,7301.86,7299.99,7280.0,67.30486183
2017-11-10 02:45:00,7261.83,7280.01,7280.01,7261.83,85.67400785
2017-11-10 03:00:00,7260.0,7261.84,7261.84,7261.81,69.49054977
2017-11-10 03:15:00,7261.81,7298.0,7261.81,7289.9,121.76095436
2017-11-10 03:30:00,7271.66,7291.0,7289.9,7287.21,104.42766815
2017-11-10 03:45:00,7267.43,7287.21,7287.21,7271.86,74.19816053
2017-11-10 04:00:00,7271.85,7290.99,7271.86,7289.98,98.49464758
2017-11-10 04:15:00,7289.97,7296.0,7289.98,7296.0,83.43950738
2017-11-10 04:30:00,7285.34,7296.0,7296.0,7290.67,85.30950699
2017-11-10 04:45:00,7285.04,7310.0,7292.27,7310.0,153.30272104
2017-11-10 05:00:00,7300.0,7320.0,7310.0,7307.99,97.34518942
2017-11-10 05:15:00,7273.55,7311.99,7308.0,7273.73,111.06398185
2017-11-10 05:30:00,7216.0,7290.0,7273.73,7224.06,231.54182017
2017-11-10 05:45:00,7217.0,7253.63,7224.53,7227.92,66.04295572
2017-11-10 06:00:00,7206.0,7238.76,7227.92,7214.96,113.84584973
2017-11-10 06:15:00,7214.96,7225.83,7214.96,7223.0,97.65008264
2017-11-10 06:30:00,7222.99,7237.65,7223.0,7237.64,47.14434874
2017-11-10 06:45:00,7235.0,7240.0,7237.65,7239.99,30.33282257
2017-11-10 07:00:00,7235.0,7240.0,7240.0,7237.49,54.11621073
2017-11-10 07:15:00,7200.42,7237.49,7237.49,7202.57,89.58417412
2017-11-10 07:30:00,7202.56,7205.72,7202.57,7205.72,46.68760909
2017-11-10 07:45:00,7150.0,7205.72,7205.72,7161.88,304.48363413
2017-11-10 08:00:00,7158.81,7185.04,7161.88,7174.55,55.57847791
2017-11-10 08:15:00,7174.54,7189.97,7174.54,7189.97,82.3485405
2017-11-10 08:30:00,7189.96,7189.97,7189.97,7189.97,36.2189105
2017-11-10 08:45:00,7170.93,7192.24,7189.97,7192.24,40.83766665
2017-11-10 09:00:00,7192.23,7223.1,7192.24,7205.91,68.86811803
2017-11-10 09:15:00,7190.0,7211.0,7205.91,7207.84,35.56876127
2017-11-10 09:30:00,7150.0,7209.72,7208.05,7150.01,147.16763241
2017-11-10 09:45:00,7115.0,7150.01,7150.01,7120.01,270.83783616
2017-11-10 10:00:00,7120.01,7135.9,7120.01,7135.9,56.34631883
2017-11-10 10:15:00,7135.89,7139.99,7135.9,7137.48,33.45224014
2017-11-10 10:30:00,7110.0,7137.48,7137.48,7110.01,69.1406612
2017-11-10 10:45:00,7110.01,7121.1,7110.01,7120.72,57.72026987
2017-11-10 11:00:00,7100.0,7120.72,7120.72,7100.0,363.03895517
2017-11-10 11:15:00,7000.0,7100.01,7100.0,7000.0,859.21241025
2017-11-10 11:30:00,6850.25,6999.99,6999.99,6926.63,926.90404322
2017-11-10 11:45:00,6875.0,6947.45,6926.63,6895.0,393.7677957
2017-11-10 12:00:00,6801.0,6942.55,6895.0,6893.01,668.17451135
2017-11-10 12:15:00,6877.65,6930.0,6893.01,6893.81,243.44730102
2017-11-10 12:30:00,6880.0,6930.0,6893.81,6881.0,284.54182509
2017-11-10 12:45:00,6735.0,6884.98,6881.0,6803.42,967.62936365
2017-11-10 13:00:00,6744.68,6871.78,6805.45,6870.0,540.40056784
2017-11-10 13:15:00,6750.34,6871.62,6870.0,6754.82,358.96374434
2017-11-10 13:30:00,6750.02,6800.0,6754.8,6779.0,320.45165764
2017-11-10 13:45:00,6779.0,6874.82,6779.0,6869.01,362.78921276
2017-11-10 14:00:00,6805.0,6879.09,6870.0,6836.1,297.44922329
2017-11-10 14:15:00,6822.0,6870.0,6835.92,6840.0,332.75999028
2017-11-10 14:30:00,6771.42,6850.0,6840.0,6795.01,645.90918203
2017-11-10 14:45:00,6765.0,6799.99,6795.01,6765.0,277.96499728
2017-11-10 15:00:00,6760.0,6815.0,6769.97,6810.06,357.43452499
2017-11-10 15:15:00,6805.0,6835.0,6810.06,6805.0,335.26766684
2017-11-10 15:30:00,6801.01,6849.99,6805.01,6840.01,376.3683225
2017-11-10 15:45:00,6815.3,6860.0,6840.01,6857.26,336.41951044
2017-11-10 16:00:00,6857.26,6900.0,6857.26,6900.0,428.60911302
2017-11-10 16:15:00,6895.64,6949.0,6900.0,6900.0,591.86766662
2017-11-10 16:30:00,6899.99,6949.99,6900.0,6935.51,345.58176087
2017-11-10 16:45:00,6901.1,6943.64,6935.51,6915.0,241.60164948
2017-11-10 17:00:00,6782.62,6923.97,6915.0,6800.0,611.43744557
2017-11-10 17:15:00,6781.0,6811.93,6800.0,6781.01,278.10480737
2017-11-10 17:30:00,6761.1,6830.0,6781.0,6794.0,473.66039586
2017-11-10 17:45:00,6774.28,6806.33,6781.71,6780.36,243.63866288
2017-11-10 18:00:00,6598.79,6780.01,6780.01,6600.64,1499.51702894
2017-11-10 18:15:00,6537.63,6645.37,6600.64,6537.63,1147.44526569
2017-11-10 18:30:00,6515.01,6606.88,6537.63,6557.0,923.50323192
2017-11-10 18:45:00,6465.0,6596.0,6557.0,6472.98,946.85578191
2017-11-10 19:00:00,6460.71,6617.67,6472.99,6615.0,1227.59616456
